,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,total_acc,open_acc,pct_tl_nvr_dlq,pub_rec_bankruptcies,total_bal_ex_mort
173196,16.02%,3000,102000,11.94,0,11,7,100,0,58457
75410,10.91%,6000,36000,4.13,0,20,8,100,1,3063
24291,13.99%,7000,90000,15.01,1,14,5,76,0,43830
412,7.49%,3500,60000,32.32,0,31,12,93,0,43546
120956,12.62%,6000,45000,9.17,1,11,4,81,0,13717
140395,10.91%,8000,58809,19.27,0,18,9,100,0,35533
27190,16.99%,12000,100000,9.38,0,14,9,100,1,27510
125086,14.08%,2000,70000,30.04,0,29,8,89,0,117758
208938,13.59%,6500,48000,13.8,2,23,11,65,0,11841
241149,7.84%,4000,45000,22.29,1,15,8,86,0,55049
176372,14.08%,20000,78000,13.03,1,25,5,88,0,31051
147979,12.62%,10000,72000,26.92,0,24,14,95,0,37550
16079,12.74%,19000,95000,25.0,0,32,15,100,1,50224
28132,13.49%,23900,52000,3.95,0,22,10,95,0,11272
138419,9.44%,4150,130000,16.82,0,14,8,100,0,66157
245017,15.02%,20000,100000,15.83,1,30,10,89,0,62877
48674,12.74%,8000,34000,13.91,0,25,6,95,0,6650
235683,16.01%,7200,24000,35.4,0,14,8,85,0,31949
192178,21.85%,15000,45000,21.97,0,6,6,100,0,35532
16437,11.39%,8000,74500,15.29,1,16,7,68,0,45822
248077,10.47%,30000,44160,32.96,0,29,18,96,0,35466
191334,11.98%,40000,389500,2.83,0,15,9,100,0,43402
259358,18.94%,25000,43000,18.48,0,23,11,100,0,28944
41104,11.49%,1500,24000,32.05,2,28,17,85,0,12806
180858,18.06%,20000,59000,21.36,1,24,9,95,0,36882
221104,14.03%,10000,50000,6.24,0,15,9,78,1,19505
149564,20.00%,20000,100000,2.27,0,8,3,100,0,6972
36437,11.39%,20000,98000,19.97,0,40,22,87,1,79970
193049,16.01%,14225,94000,34.24,0,35,14,97,0,226731
258342,16.91%,10800,141000,34.02,0,32,18,100,0,123201
31682,11.44%,22575,65000,28.7,0,28,16,100,0,82429
219173,9.58%,20000,215000,1.08,0,29,6,86,0,5764
177603,14.08%,15000,42000,15.6,0,36,15,91,0,56371
129904,11.99%,7000,80000,7.73,0,23,8,76,0,22564
28020,13.99%,10800,108194,18.1,0,44,18,95,0,62970
149116,7.97%,18000,65000,32.57,0,31,17,100,0,75051
21427,7.99%,6000,90000,26.05,0,33,12,100,0,82698
55639,11.99%,25000,150000,16.24,0,51,24,100,0,132531
82287,13.99%,25000,120000,13.33,0,31,16,100,0,50782
162920,18.06%,21000,60000,39.04,0,13,10,100,0,44095
239569,7.84%,3000,60000,10.6,0,32,13,100,0,22662
95593,28.69%,12000,65000,12.68,0,26,15,100,0,24242
128163,15.05%,33625,209000,18.84,2,42,20,90,0,109405
122982,10.91%,15000,120000,12.34,0,22,8,90,0,40571
55495,14.08%,30000,175000,17.99,0,21,13,100,0,104290
252167,14.47%,20000,86000,8.82,1,42,17,97,0,31018
112983,9.93%,2000,80000,18.31,1,32,15,96,0,43169
193661,14.07%,6000,37000,30.55,0,18,11,94,1,44045
147717,12.62%,16175,66000,24.04,2,30,10,83,0,14111
249163,6.67%,5000,75000,11.02,0,12,10,100,0,38671
20422,7.49%,4800,56000,16.97,0,26,12,100,1,38578
204418,10.91%,6000,22332,18.0,0,13,8,100,0,6573
45050,14.99%,11400,60000,16.0,2,9,6,77,0,16679
17431,15.99%,30000,125000,13.53,0,33,9,90,0,103216
112012,10.91%,5000,41808,34.27,0,16,8,100,0,82590
240160,14.47%,5000,140000,15.31,1,35,12,91,0,97262
60254,14.08%,7500,37440,37.58,1,57,13,96,0,151835
227141,13.06%,6000,85000,19.6,0,17,8,82,0,52023
179354,7.21%,32000,90000,11.4,0,34,5,100,0,45511
91558,12.74%,40000,132300,11.59,0,14,11,100,0,49269
242241,20.89%,10000,24000,20.0,0,9,9,100,0,10654
244842,16.14%,25000,117000,19.82,1,25,13,95,0,145587
127566,10.91%,1200,80000,16.38,0,31,15,100,0,87968
17629,10.49%,5600,60000,17.76,1,11,6,82,0,33501
2669,10.49%,11000,48000,7.45,0,12,6,100,0,10374
223534,9.58%,20000,65000,2.16,0,46,12,97,0,3749
28338,12.74%,22200,115000,20.64,0,21,8,100,0,80194
176009,16.02%,3000,45000,13.84,0,11,3,90,0,39387
181973,14.08%,1200,103000,6.98,0,24,7,91,0,25926
41700,13.49%,6775,18876,8.46,0,5,3,100,0,4806
132929,12.62%,25200,120000,24.96,4,20,10,70,0,32326
132330,10.91%,5400,60000,16.2,0,58,10,87,0,129710
62126,20.00%,28000,90000,24.79,0,29,13,100,0,98769
259036,7.84%,15000,100000,16.5,0,17,6,100,1,58752
212889,13.59%,40000,200000,1.72,0,9,2,100,0,10684
137738,12.62%,20000,108972,30.07,0,38,20,100,0,107491
29910,16.99%,3000,46000,32.85,0,39,14,100,0,35268
116198,7.35%,15000,80000,44.99,0,40,21,100,0,94284
19312,10.49%,5000,75600,15.35,0,40,28,100,0,43151
99273,14.99%,24000,140000,14.57,0,36,21,88,0,55321
99429,16.99%,24000,70500,23.0,0,15,13,100,0,29309
76506,10.91%,6000,55000,31.27,1,26,16,96,0,30505
121229,21.45%,10000,48000,21.68,1,29,6,84,0,100306
225844,6.83%,15000,100000,16.58,1,59,12,87,0,56306
244107,11.55%,6500,40000,1.56,0,2,2,100,0,786
43772,11.44%,7000,36000,5.93,1,13,6,84,0,7825
239122,7.34%,40000,218308,6.06,0,19,7,100,0,19966
71568,23.88%,16000,46500,10.3,0,32,18,90,1,19687
69119,14.08%,10000,11000,23.69,0,19,6,78,0,4818
180476,10.42%,3600,34637,16.11,0,17,11,100,0,29718
33231,17.99%,7900,22000,11.62,0,9,6,100,0,4927
242332,10.47%,30975,66000,21.04,0,33,11,100,0,34129
227422,10.90%,8000,69000,13.97,0,21,12,100,0,42181
74569,24.85%,12500,45000,7.55,0,13,9,92,0,27157
43552,16.99%,28325,99500,31.21,0,33,15,100,0,188042
1179,23.99%,35000,93000,22.0,0,21,13,76,0,37266
234790,17.47%,21600,101000,7.39,1,12,6,83,1,14005
259969,13.56%,10000,80000,8.43,0,23,10,83,1,21081
218065,10.07%,6000,65000,28.82,0,24,18,100,1,33801
1485,11.39%,6700,35661,26.52,1,34,29,76,0,121000
53199,5.32%,11200,47000,14.12,0,25,9,96,0,13928
22836,5.32%,10350,95000,7.82,0,31,9,93,0,12628
157463,10.42%,20000,43000,24.45,0,23,14,95,0,23027
140382,30.94%,18000,90000,27.01,0,14,8,92,0,222040
49426,17.99%,9000,50000,24.65,0,81,30,98,1,29536
109516,21.45%,5000,75000,18.19,0,12,9,100,0,41094
118277,7.35%,8800,46500,4.77,0,15,3,93,0,8992
151159,12.62%,6000,50000,13.63,0,8,4,100,0,24662
194747,11.99%,10000,28000,24.17,0,39,12,100,1,11286
2598,16.99%,3500,20000,4.98,0,2,2,100,0,3150
115374,10.91%,7000,35000,13.27,0,6,6,100,0,17717
166318,9.93%,12000,92000,4.45,0,22,7,73,0,10298
258798,15.02%,28000,160000,10.49,0,26,15,100,0,191655
165453,12.62%,10000,85000,29.22,0,24,17,100,1,66387
91129,12.74%,20000,80500,19.89,0,24,14,100,0,43480
164902,14.08%,25000,138000,13.41,0,44,23,100,0,105274
226667,8.08%,25000,60000,38.36,0,33,14,100,0,155959
146391,13.59%,15000,50000,15.1,15,59,14,69,0,79319
137084,10.91%,5000,31000,18.09,0,30,17,93,0,13633
59058,7.97%,1000,19200,3.39,0,6,6,100,0,635
143802,14.08%,17000,85000,21.93,0,17,9,100,0,73588
154291,19.03%,15000,95000,8.24,0,34,15,73,0,19919
158498,7.97%,8000,80000,8.91,0,13,7,92,0,19763
14313,8.24%,10000,45000,15.43,1,22,9,95,0,146096
94102,22.74%,20275,85000,23.79,0,30,9,100,1,65628
236142,11.98%,6600,50000,21.48,2,33,3,90,0,15933
84551,13.99%,28000,80100,18.11,0,23,10,100,1,67591
96733,14.99%,12800,105000,10.54,0,29,16,100,1,21745
110548,11.99%,10325,60000,25.18,3,20,7,80,0,28932
261693,17.97%,2000,31200,12.04,1,17,6,87,0,8298
167806,11.99%,1500,56400,7.02,0,16,10,100,0,10240
51503,12.62%,40000,149000,0.36,1,22,9,81,0,2039
38166,11.49%,6000,50000,12.67,0,4,3,100,0,18280
219815,22.90%,3000,91000,17.87,0,32,14,89,0,51141
125863,18.06%,24000,55000,35.87,1,20,13,90,0,50712
185590,18.06%,5000,45000,13.04,0,4,2,100,0,20395
15348,12.74%,22875,52000,16.16,0,22,9,95,0,30054
249350,14.47%,25000,49000,11.12,0,12,5,100,1,16535
115742,16.02%,12000,60000,16.48,0,26,15,76,0,38939
232676,5.31%,25000,60000,23.84,0,32,18,96,0,32468
43259,8.24%,16000,83000,13.01,0,28,7,100,1,19338
165029,7.35%,8400,60000,23.1,0,18,10,100,0,26999
116632,12.62%,3000,66000,24.5,0,18,8,94,0,34484
221249,18.45%,18000,75400,25.64,0,33,17,93,0,100483
106304,9.44%,6500,35000,4.08,0,10,9,100,0,6510
163827,17.09%,9300,37440,24.87,0,8,6,100,0,35176
189530,9.92%,40000,250000,6.27,0,24,13,95,0,49628
68928,30.75%,30000,45000,45.15,1,21,16,85,0,45869
227846,15.04%,15600,60000,21.5,0,26,15,88,0,30420
116316,15.05%,20000,50000,14.64,0,6,5,100,0,19387
197736,21.85%,6000,40000,27.06,0,55,30,96,0,202012
58539,11.99%,6000,72000,22.79,0,44,26,100,0,117341
218736,7.46%,6500,25000,12.72,0,17,10,100,1,7983
191836,9.43%,12000,93000,17.37,0,32,17,100,0,78363
166404,14.08%,24000,55036,18.82,0,20,9,95,0,38679
22126,7.99%,35000,114094,11.82,0,15,11,66,0,30459
82693,15.99%,35000,106000,23.48,0,39,21,100,0,88179
96231,11.49%,10000,60249,17.99,1,30,17,93,0,58425
93389,8.24%,15000,360000,5.35,0,23,10,100,0,64774
68545,7.35%,7000,85500,16.41,1,32,12,90,0,38499
85788,16.99%,7475,22000,27.55,0,10,7,90,0,15627
22502,11.44%,10000,65000,30.06,1,75,43,98,0,42943
26076,12.74%,7500,30000,28.2,1,14,9,92,1,14752
40750,11.44%,9000,38000,19.96,0,27,6,100,0,23539
222892,18.45%,3000,12000,21.7,0,15,9,73,0,7188
163126,13.59%,4800,53000,7.2,0,10,6,100,1,10429
238173,5.31%,20000,60000,34.42,0,19,9,100,0,86051
216739,11.05%,25000,150000,15.64,0,16,8,100,0,387657
178705,17.09%,16000,65000,31.61,1,33,12,97,0,60223
13908,14.99%,8400,42000,15.23,1,13,7,84,0,14190
84296,15.99%,28000,73200,21.15,0,32,11,96,1,256146
167483,20.00%,10000,60000,2.1,0,3,3,100,0,4629
110849,16.02%,38000,155000,18.66,0,27,11,96,0,88609
25586,11.49%,10000,95000,6.49,1,13,8,92,0,22941
12435,16.99%,16000,75000,9.76,0,18,9,100,0,24673
206812,14.08%,8075,29000,37.21,0,11,7,100,0,22237
7514,12.74%,8875,40000,7.83,0,4,4,100,1,6251
4540,6.99%,10000,145000,3.96,0,33,6,93,0,20771
211185,21.45%,7225,36000,8.22,0,15,9,93,0,6112
142889,7.07%,6000,75000,31.23,0,23,10,100,0,54229
213017,15.05%,30000,93000,23.94,0,54,14,96,0,77900
167614,25.82%,12700,253000,9.4,0,23,13,72,0,82051
139505,10.91%,7300,28000,25.72,0,28,21,100,0,61378
33972,10.49%,7000,90000,13.98,0,22,6,85,0,14165
5881,5.32%,16000,87500,17.19,2,28,12,75,0,53103
79165,18.99%,1000,21108,8.13,1,7,2,57,0,348
63249,14.08%,12000,74710,13.14,0,16,8,93,0,43676
253068,23.40%,17000,60000,29.56,0,27,12,100,0,71802
57708,10.91%,2000,50000,17.86,0,15,7,100,0,31970
99160,23.99%,12000,30000,31.6,0,23,12,100,0,27419
195847,7.96%,3200,55000,9.99,0,20,9,100,0,14565
20779,7.99%,20000,205000,15.27,0,48,19,95,0,91767
171870,9.44%,14000,93700,6.37,0,21,7,100,1,18058
107292,10.42%,15000,43000,29.28,1,20,7,95,0,44406
17947,7.99%,6850,43100,7.63,0,18,7,61,0,16224
227219,14.52%,25000,75000,13.26,0,11,7,63,0,12850
92064,28.69%,8000,57000,17.87,0,26,10,100,0,25045
186318,7.97%,10000,120000,18.75,0,33,8,100,0,104775
20133,15.99%,6000,30000,3.48,0,6,2,100,0,2189
33326,10.49%,16000,100000,12.47,0,35,9,90,1,47573
159873,17.09%,12000,50000,19.92,0,13,6,100,0,28883
134274,11.99%,10000,38000,19.24,0,29,15,100,0,150487
110728,5.32%,15000,91000,12.15,0,34,20,100,0,41698
157847,16.02%,12800,44000,28.59,0,26,19,100,0,68033
23696,30.74%,15000,57000,16.02,0,16,6,87,0,24822
56780,10.42%,3600,82400,29.32,0,23,14,100,0,88367
210125,7.35%,8000,54325,10.07,0,20,9,100,0,15915
18365,12.74%,1000,65000,18.59,2,19,11,100,0,47800
129799,13.59%,2000,42000,28.95,0,15,10,80,0,30722
221989,9.58%,6000,33500,5.66,0,6,4,83,0,2155
205128,19.03%,18000,46000,16.49,2,14,4,85,0,18143
123574,26.30%,16000,92754,33.67,0,21,14,95,0,199344
130300,12.62%,6300,95000,15.7,0,16,9,81,0,42430
177592,10.42%,8000,36000,7.33,0,15,7,93,0,9032
34913,13.99%,15600,52000,12.55,0,10,8,100,0,16757
121847,30.84%,35000,120000,25.1,0,30,14,100,1,74305
158484,24.85%,1000,40785,12.42,0,16,8,80,1,10351
256665,10.72%,2500,55000,19.83,0,18,9,100,0,95908
82132,11.44%,18000,128000,7.59,1,16,8,81,0,24338
148863,10.42%,4200,110000,29.87,1,25,10,79,0,63056
106235,16.02%,20000,47000,21.4,0,12,9,100,0,65213
215207,25.82%,30000,39000,15.17,0,11,3,81,0,21978
193198,7.96%,14400,18000,26.33,0,18,9,100,0,8446
46038,15.99%,30850,85000,34.35,1,32,19,96,0,58607
81027,7.49%,5000,46000,0.93,0,39,11,97,0,49242
215293,20.39%,1000,9600,12.75,0,2,2,50,0,3627
111922,21.45%,35000,81000,16.95,0,20,8,90,0,28481
201517,20.00%,30000,86000,6.41,0,3,3,100,0,3780
192515,20.39%,16000,34000,16.24,0,11,10,100,0,22263
74237,16.02%,14700,32000,22.77,0,13,7,100,0,19308
256931,10.33%,4800,155000,11.82,0,25,6,92,0,71514
17717,12.74%,12000,50000,20.48,0,15,13,93,0,59934
229383,9.43%,3000,74312,3.49,1,35,22,91,1,55906
239532,14.47%,5500,60000,16.7,0,21,6,100,0,49981
56236,11.99%,3000,57552,5.92,0,30,4,100,0,11640
133662,19.03%,35000,72000,43.07,1,19,11,84,0,143068
22266,15.99%,19250,88000,32.82,0,18,13,94,0,53538
258662,8.46%,9000,180000,23.65,0,25,15,96,0,84263
120303,11.99%,12000,40000,20.16,0,21,9,90,0,20225
52461,16.02%,6025,30750,7.96,0,6,4,83,0,5451
219243,16.46%,8400,47000,23.44,0,19,9,89,0,20003
170679,10.91%,8000,80000,10.23,0,26,5,92,0,66596
212088,22.91%,5200,71500,5.86,1,15,6,81,0,7779
62275,9.93%,12000,72000,28.32,0,24,19,95,0,84442
185756,7.35%,24050,184549,11.24,0,24,10,100,0,115393
34186,17.99%,19175,71000,23.85,0,47,17,98,0,55224
225177,11.98%,20000,50000,18.96,0,44,11,100,0,85310
246666,13.56%,12000,125000,15.11,4,27,16,70,0,39464
251028,16.14%,24000,65000,27.92,0,23,17,95,0,45320
222192,13.06%,20000,60000,10.18,1,41,7,92,0,26456
113222,5.32%,5000,56000,10.93,0,46,17,100,0,13864
124397,25.82%,35000,80000,33.29,0,33,17,97,0,67699
112370,12.62%,16000,138000,22.01,1,53,28,96,0,43920
66231,9.44%,22000,123600,9.84,0,15,9,100,0,30962
159141,30.17%,15350,95000,38.23,0,47,15,100,1,156163
112863,10.42%,10000,40000,25.47,0,21,11,76,0,52906
42695,18.99%,35000,500000,9.8,0,32,16,96,0,154464
222925,19.42%,31950,92000,9.2,0,12,4,90,0,24960
96192,8.24%,1200,60000,34.9,0,33,17,71,0,39486
120881,5.32%,15000,136000,6.42,0,29,11,96,0,21621
110114,24.85%,14000,42000,24.65,0,8,6,100,0,38476
102430,16.02%,8000,36000,21.07,0,17,10,100,1,23418
85099,13.99%,10000,75000,14.42,1,11,5,100,1,42707
243094,22.35%,21250,60000,20.4,0,11,7,100,0,50914
66462,30.84%,15900,47000,31.41,1,21,15,95,1,24290
83737,14.99%,8000,80000,14.22,0,14,9,92,0,30762
79831,7.07%,2500,30000,16.52,0,19,10,100,1,13428
221265,14.03%,10000,92000,28.96,0,26,11,96,0,80412
88956,11.39%,10000,64000,32.44,0,27,11,100,0,58132
220576,23.87%,40000,54000,26.04,0,36,10,97,1,50292
203183,12.62%,9000,32000,3.19,0,4,4,100,0,2699
216253,14.03%,1500,40000,11.46,0,19,7,100,0,98720
27403,18.99%,24000,80100,20.9,0,16,14,100,0,79788
213724,24.85%,15000,47000,14.04,0,12,10,100,0,20750
133354,30.94%,30000,65000,26.57,0,34,25,94,0,46677
79919,13.49%,35000,350000,9.47,0,27,15,74,0,73019
49007,11.49%,12000,79000,32.74,0,29,11,100,0,92295
202277,11.99%,12000,92000,31.85,0,64,22,95,0,103470
130321,9.93%,20000,166000,15.01,0,68,30,98,0,136481
251600,23.40%,12000,75000,2.4,0,10,6,100,0,7282
176841,10.42%,7000,55000,7.27,0,8,6,100,0,12640
182394,10.42%,9000,65000,9.93,0,9,5,100,0,200577
16632,7.99%,8000,52000,12.37,0,10,7,100,0,19744
223306,14.52%,35000,75000,5.79,0,28,8,96,0,91542
13614,13.99%,12000,39640,21.46,0,32,12,96,0,18585
44717,13.99%,12000,66000,25.45,1,58,18,89,0,94520
112679,16.02%,10200,50000,24.27,0,13,8,100,0,41548
49756,11.39%,21000,130000,25.01,1,33,16,84,0,187393
92041,11.49%,22000,73000,27.09,0,38,21,100,0,110210
156239,25.82%,10000,68390,22.83,0,29,18,100,0,39384
218186,6.83%,5000,42000,20.89,0,9,8,100,0,30484
8646,11.39%,3550,100000,8.52,0,38,13,92,1,23295
143285,12.62%,8000,38000,15.73,0,30,6,100,0,26418
17563,13.99%,16000,58886,15.96,0,31,8,100,0,48953
162630,19.03%,20000,112000,18.49,0,19,10,94,0,70165
49833,8.24%,6000,75000,33.68,2,22,11,90,1,104720
152818,19.03%,15000,94000,12.6,0,19,9,100,0,32191
214773,6.72%,6025,100000,6.09,0,20,3,95,0,24137
97486,11.39%,8800,50000,13.82,0,25,8,95,0,13539
120217,12.62%,16000,40000,27.51,0,25,10,96,0,24801
76764,20.00%,9800,87000,15.39,2,31,7,90,0,74370
207999,7.97%,12000,109500,5.19,0,25,9,100,0,9758
41547,7.99%,6000,46086,15.34,0,19,14,100,0,78944
52987,16.02%,10800,31200,19.62,0,14,8,92,0,20336
228551,15.04%,12000,71000,23.92,3,82,42,93,0,209568
224367,16.46%,35000,70000,13.24,1,18,7,61,0,15566
76373,19.03%,20000,70000,9.82,0,23,8,95,0,32664
153383,10.42%,8000,30000,20.88,0,17,12,88,0,33775
42343,11.44%,4000,40000,18.54,1,37,16,97,2,25707
3773,30.74%,20000,60000,20.52,0,21,8,100,0,28141
211398,14.08%,1450,55000,26.18,0,16,7,100,1,55487
83915,15.99%,35000,90000,14.86,1,30,16,93,0,77471
216877,17.47%,10000,65000,20.94,0,33,11,100,1,41288
69650,10.91%,10000,45000,15.01,0,28,10,85,0,18479
184083,5.32%,25000,141000,5.15,0,25,12,100,0,22174
55886,13.59%,10000,100000,20.48,0,40,19,91,0,62070
249243,21.85%,10000,81000,16.46,1,27,12,96,0,58884
127761,9.44%,16000,80000,18.24,1,27,20,85,0,28871
142817,13.59%,21000,85614,14.2,0,18,9,100,1,30376
174181,13.59%,1800,44000,5.51,0,16,11,100,1,7707
129602,14.08%,4900,40000,17.67,0,11,6,100,0,10195
4681,12.74%,2700,20000,10.08,0,13,7,100,0,3106
127744,7.07%,10000,103000,9.44,0,30,12,100,0,62050
161345,15.05%,8400,57000,7.92,0,26,4,92,0,12784
159345,6.72%,10000,125000,11.87,0,36,11,100,0,47869
60513,25.82%,16000,90000,16.12,0,24,9,54,0,33778
68981,15.05%,4200,80000,14.45,0,15,8,80,1,36080
9342,6.99%,6000,57000,9.41,0,29,8,75,0,9598
217036,11.05%,33000,126000,15.65,1,26,11,96,1,59927
45663,11.49%,29900,65000,16.13,0,14,7,64,0,38496
9341,13.49%,37000,200000,11.84,0,56,15,100,0,77643
154769,18.06%,13600,100000,12.8,0,18,6,94,0,48044
19263,11.39%,8400,90000,18.12,2,29,14,71,0,70802
115201,10.42%,3000,150000,12.96,0,21,14,94,1,75816
260707,17.97%,6750,18972,28.33,1,20,9,90,0,5638
82118,11.39%,15000,85000,29.15,2,35,13,88,1,85313
225881,24.84%,16000,135000,31.7,1,29,18,96,0,116916
150759,11.99%,16000,40000,10.74,0,6,6,100,0,12708
79667,17.99%,8500,39000,16.24,1,14,3,78,0,13792
75482,9.44%,5500,38159,25.35,0,22,9,100,1,38719
45746,12.74%,16000,110000,26.1,0,26,9,100,0,60407
201429,13.59%,8000,45600,7.71,0,6,4,100,0,8247
195032,20.39%,30000,65000,21.51,0,14,7,100,0,30298
224291,7.46%,11500,80000,12.71,0,24,8,100,0,37153
54267,10.42%,6500,35000,14.51,0,50,15,98,0,51894
28570,7.49%,12000,95000,23.85,0,31,18,100,0,74589
43113,15.99%,15000,40000,19.05,1,21,9,90,1,15610
177462,13.59%,14000,46500,13.57,0,18,8,100,0,17111
157109,21.45%,15000,57000,25.01,0,9,7,100,0,34312
236376,10.41%,16000,160000,21.11,0,17,14,87,0,93291
17213,16.99%,26525,80000,28.61,0,14,10,100,0,101589
258252,10.47%,16500,69000,22.0,0,32,14,93,0,46040
106928,30.94%,11550,34000,23.33,0,19,9,93,0,15604
74558,9.44%,7000,35360,15.75,0,8,4,100,0,12007
220460,20.39%,35000,90300,30.23,0,43,12,100,0,204379
237098,13.58%,6000,82272,18.08,0,34,7,100,0,170553
251485,26.31%,14000,3900,654.77,2,32,22,93,0,103672
70927,14.08%,11975,62400,17.37,0,26,9,76,0,14747
233571,9.92%,5000,40000,14.64,0,21,20,100,0,51251
82200,5.32%,5200,85000,17.77,0,16,9,100,0,17647
160997,7.97%,30000,250000,2.5,0,20,8,90,0,21600
208469,14.08%,1000,41600,22.16,2,27,7,85,0,10320
94321,7.49%,18000,140000,6.78,0,16,9,93,0,25288
243496,16.91%,12000,350000,11.86,2,64,33,95,0,126846
141020,14.08%,9100,40000,31.47,0,16,10,100,1,52826
54839,18.06%,13925,80000,24.89,3,26,15,85,0,42886
253897,10.47%,25000,95190,10.3,0,38,18,92,0,20255
146490,12.62%,4275,60000,20.03,0,40,15,95,0,50802
110508,22.91%,10000,10800,19.67,0,22,9,100,0,5654
26464,13.49%,12000,30246,17.1,0,10,6,90,0,10883
70643,9.44%,12000,52000,16.55,1,34,12,97,0,24237
240713,22.35%,10400,140300,50.32,0,17,12,100,0,170894
191389,7.34%,40000,110000,21.05,0,48,15,81,0,84850
238226,9.43%,32000,380000,14.53,0,41,16,100,0,198925
243212,7.84%,9000,60000,11.72,0,9,6,100,0,27140
214673,9.93%,10000,36000,23.17,0,14,9,100,0,27178
82405,11.49%,8000,90000,2.01,0,17,10,100,1,5076
240038,23.40%,25000,80000,28.59,0,41,28,100,0,101012
243736,10.08%,30000,100000,9.78,0,6,5,100,0,36861
61050,5.32%,7000,140000,8.67,0,28,14,100,0,34048
20911,11.44%,20000,75000,10.1,0,6,4,83,0,17687
5543,13.99%,18000,67336,27.05,0,29,13,96,0,241323
240835,8.46%,6000,81000,12.71,0,30,8,100,0,34695
143074,11.99%,10000,42380,25.91,0,29,14,100,1,29135
203434,6.08%,14000,151000,6.67,0,19,19,100,1,46971
158282,7.97%,8000,75000,16.43,0,29,17,100,1,21977
134026,11.99%,5000,60000,14.0,0,19,10,100,0,35056
159395,13.59%,10000,104000,19.14,0,21,10,95,0,53261
33755,15.99%,2000,47000,15.09,0,43,24,100,0,162277
11778,16.99%,2000,143000,9.63,0,16,7,87,0,56618
196167,7.34%,12000,186000,28.39,0,22,11,90,1,344102
198951,7.34%,3500,60000,19.48,0,58,32,83,0,141352
254248,12.13%,35000,80000,16.58,0,28,12,100,0,52562
242818,8.46%,10000,71400,26.37,2,47,15,95,1,94572
21996,8.24%,4000,57000,10.53,0,9,7,100,0,13247
19622,7.24%,10000,120000,12.01,0,23,11,100,0,39169
229714,21.85%,2000,128000,20.14,0,18,12,88,0,97739
79673,7.24%,15000,425000,10.12,2,55,22,92,0,213614
258876,13.56%,8000,53000,17.12,0,13,5,84,0,36071
48503,10.49%,11200,95000,32.1,0,32,12,90,0,115602
173286,24.85%,12800,71500,15.34,0,19,10,100,0,33446
353,7.99%,28000,108000,15.67,0,24,9,100,0,30361
120718,15.05%,36000,124000,25.11,0,59,28,96,0,118108
77981,14.08%,8000,52000,18.35,0,12,8,91,0,19295
71109,12.62%,7000,73500,16.08,0,17,10,82,0,33661
61211,5.32%,9100,56200,20.24,0,19,11,100,0,39289
220978,16.46%,10000,145148,19.02,0,23,16,100,0,128971
246592,6.11%,18000,62500,12.15,0,22,12,100,1,31056
133011,26.30%,19200,50000,23.12,0,18,10,94,1,19590
219038,10.56%,26400,23820,4.43,1,15,2,86,0,1491
228156,11.98%,12000,146000,12.9,1,27,20,88,0,157560
88587,13.99%,5000,180000,8.76,1,17,8,92,0,67523
238339,18.45%,26000,85000,26.13,0,37,12,94,0,92353
63020,20.00%,6400,95000,28.82,0,42,22,90,0,82907
183439,10.42%,10000,92000,23.95,0,31,7,100,0,97670
4634,15.99%,30000,165000,11.9,0,33,11,78,0,56741
127546,7.97%,15000,60000,22.29,0,15,13,100,0,43492
225117,12.13%,18000,80600,9.53,0,12,7,100,0,20510
64969,5.32%,1200,50000,29.52,0,58,24,100,0,82558
92383,11.49%,7200,58200,27.42,0,36,22,100,0,54641
146575,19.03%,21825,75000,30.37,1,28,17,89,0,46361
55352,11.99%,16000,157000,12.0,0,22,15,100,0,163312
5532,13.99%,9000,48000,25.65,1,32,5,100,0,34258
215616,10.56%,5000,73000,17.85,0,23,8,90,0,46095
174690,10.42%,12600,54000,20.67,0,12,8,83,0,29442
77606,13.99%,5275,77800,22.58,0,30,10,73,1,61151
150502,16.02%,35000,68000,3.6,0,7,7,100,0,7531
60487,7.97%,2400,39000,26.37,0,22,13,95,0,30403
1373,8.24%,9600,97000,34.5,0,36,25,94,0,191815
26649,24.74%,5000,20000,12.18,0,5,5,100,0,5076
7130,11.44%,6400,50000,15.99,0,11,6,100,1,22137
149478,11.99%,9000,87000,28.79,0,33,18,100,0,80432
181844,5.32%,40000,211000,3.44,0,34,7,100,0,22397
10289,15.99%,27000,75750,18.77,0,15,10,86,1,55837
205942,10.91%,13500,60000,27.7,0,27,15,100,0,40051
72816,5.32%,2000,45000,3.97,0,29,6,100,0,7308
71810,19.03%,5225,27000,5.38,1,14,9,92,0,12133
173001,15.05%,15000,60000,21.78,0,11,8,100,0,34098
256172,12.98%,16000,62812,26.42,0,28,9,100,0,61202
168857,7.35%,35000,130000,19.99,0,49,18,96,0,106660
74432,18.06%,25000,59400,23.03,0,19,16,100,0,30571
129565,10.42%,10000,120000,4.54,0,10,5,100,0,21307
110100,7.21%,12000,65000,8.57,0,17,8,88,0,20590
197965,12.61%,18000,55000,19.25,0,39,8,100,0,91005
47108,7.99%,16000,72000,17.23,0,55,18,100,0,49258
214142,18.06%,8400,65000,29.04,0,16,7,81,0,53347
8169,18.99%,35000,250000,12.05,0,26,8,96,0,77019
182782,9.93%,3300,58000,32.75,0,61,29,96,1,75323
150766,12.62%,8000,80000,18.02,0,11,7,100,0,34293
